date,description,category,amount,currency,balance
2026-04-15,Coop,Groceries,-65.20,CHF,13226.80
2026-04-15,Swisscom Internet,Utilities,-55.19,CHF,13171.61
2026-04-17,Wohnungsmiete,Housing,-1500.00,CHF,11671.61
2026-04-17,Wasserwerk,Utilities,-97.77,CHF,11573.84
2026-04-20,Kindertagesstätte,Childcare,-88.65,CHF,11485.19
2026-04-20,Familienrestaurant,Food,-25.48,CHF,11459.71
2026-04-21,Kindertagesstätte,Childcare,-120.13,CHF,11339.58
2026-04-22,Migros,Groceries,-133.18,CHF,11206.40
2026-04-23,Coop,Groceries,-138.58,CHF,11067.82
2026-04-24,Spital Lohnzahlung,Income,2006.80,CHF,13074.62
2026-04-24,Migros,Groceries,-91.15,CHF,12983.47
2026-04-24,Garage Autoleasing,Transportation,-268.30,CHF,12715.17
2026-04-27,Garage Autoleasing,Transportation,-224.50,CHF,12490.67
2026-05-01,Alimente erhalten,Income,550.00,CHF,13040.67
2026-05-03,Apotheke,Healthcare,-34.38,CHF,13006.29
2026-05-04,Swisscom Internet,Utilities,-109.49,CHF,12896.80
2026-05-04,Familienrestaurant,Food,-35.29,CHF,12861.51
2026-05-04,Mittagslunch,Food,-19.52,CHF,12841.99
2026-05-06,Garage Autoleasing,Transportation,-99.29,CHF,12742.70
2026-05-07,Coop,Groceries,-78.61,CHF,12664.09
2026-05-07,Mittagslunch,Food,-19.26,CHF,12644.83
2026-05-08,Spital Lohnzahlung,Income,1854.21,CHF,14499.04
2026-05-09,Migros,Groceries,-99.80,CHF,14399.24
2026-05-11,Familienrestaurant,Food,-52.07,CHF,14347.17
2026-05-15,Migros,Groceries,-74.72,CHF,14272.45
2026-05-16,Wohnungsmiete,Housing,-1500.00,CHF,12772.45
2026-05-16,Kindertagesstätte,Childcare,-101.64,CHF,12670.81
2026-05-20,Kindertagesstätte,Childcare,-134.94,CHF,12535.87
2026-05-20,Garage Autoleasing,Transportation,-66.50,CHF,12469.37
2026-05-20,Apotheke,Healthcare,-59.37,CHF,12410.00
2026-05-21,Kindertagesstätte,Childcare,-62.78,CHF,12347.22
2026-05-21,Wasserwerk,Utilities,-107.77,CHF,12239.45
2026-05-22,Spital Lohnzahlung,Income,1966.73,CHF,14206.18
2026-05-25,Migros,Groceries,-100.53,CHF,14105.65
2026-05-26,Wasserwerk,Utilities,-66.96,CHF,14038.69
2026-05-28,Tankstelle,Transportation,-171.54,CHF,13867.15
2026-05-28,Familienrestaurant,Food,-53.94,CHF,13813.21
2026-06-01,Alimente erhalten,Income,550.00,CHF,14363.21
2026-06-02,Wasserwerk,Utilities,-83.73,CHF,14279.48
2026-06-05,Spital Lohnzahlung,Income,2045.20,CHF,16324.68
2026-06-12,Coop,Groceries,-113.76,CHF,16210.92
2026-06-13,Wohnungsmiete,Housing,-1500.00,CHF,14710.92
2026-06-16,Kindertagesstätte,Childcare,-122.44,CHF,14588.48
2026-06-16,Familienrestaurant,Food,-26.63,CHF,14561.85
2026-06-17,Familienrestaurant,Food,-18.97,CHF,14542.88
2026-06-19,Spital Lohnzahlung,Income,1876.84,CHF,16419.72
2026-06-20,Aldi Suisse,Groceries,-109.86,CHF,16309.86
2026-06-21,Babysitter Zahlung,Childcare,-142.03,CHF,16167.83
2026-06-21,Garage Autoleasing,Transportation,-110.13,CHF,16057.70
2026-06-21,Wasserwerk,Utilities,-47.18,CHF,16010.52
2026-06-23,Aldi Suisse,Groceries,-129.07,CHF,15881.45
2026-06-23,Familienrestaurant,Food,-44.01,CHF,15837.44
2026-06-24,Tankstelle,Transportation,-76.21,CHF,15761.23
2026-06-25,Migros,Groceries,-98.98,CHF,15662.25
2026-06-26,Tankstelle,Transportation,-90.95,CHF,15571.30
2026-06-26,Apotheke,Healthcare,-29.24,CHF,15542.06
2026-06-27,Babysitter Zahlung,Childcare,-144.91,CHF,15397.15
2026-06-27,Swisscom Internet,Utilities,-84.74,CHF,15312.41
2026-06-27,Mittagslunch,Food,-18.57,CHF,15293.84
2026-06-30,Mittagslunch,Food,-33.78,CHF,15260.06
2026-06-30,Kinderarzt Selbstbehalt,Healthcare,-53.54,CHF,15206.52
2026-07-01,Alimente erhalten,Income,550.00,CHF,15756.52
2026-07-01,Migros,Groceries,-85.63,CHF,15670.89
2026-07-01,Garage Autoleasing,Transportation,-52.42,CHF,15618.47
2026-07-02,Apotheke,Healthcare,-23.38,CHF,15595.09
2026-07-03,Spital Lohnzahlung,Income,2044.65,CHF,17639.74
2026-07-03,Wohnungsmiete,Housing,-1500.00,CHF,16139.74
2026-07-05,Aldi Suisse,Groceries,-57.58,CHF,16082.16
2026-07-11,Tankstelle,Transportation,-52.47,CHF,16029.69
2026-07-11,Mittagslunch,Food,-49.81,CHF,15979.88
2026-07-14,EWZ Strom,Utilities,-75.02,CHF,15904.86
2026-07-15,Babysitter Zahlung,Childcare,-100.24,CHF,15804.62
2026-07-16,Kindertagesstätte,Childcare,-124.12,CHF,15680.50
2026-07-16,Tankstelle,Transportation,-318.19,CHF,15362.31
2026-07-17,Spital Lohnzahlung,Income,2007.94,CHF,17370.25
2026-07-17,Mittagslunch,Food,-54.59,CHF,17315.66
2026-07-17,Familienrestaurant,Food,-35.60,CHF,17280.06
2026-07-19,Apotheke,Healthcare,-48.50,CHF,17231.56
2026-07-21,Mittagslunch,Food,-53.13,CHF,17178.43
2026-07-22,Wasserwerk,Utilities,-43.38,CHF,17135.05
2026-07-22,EWZ Strom,Utilities,-54.74,CHF,17080.31
2026-07-24,Mittagslunch,Food,-13.67,CHF,17066.64
2026-07-27,Babysitter Zahlung,Childcare,-132.02,CHF,16934.62
2026-07-27,Aldi Suisse,Groceries,-137.55,CHF,16797.07
2026-07-28,SBB Ticket Kinder,Travel,-272.30,CHF,16524.77
2026-07-31,Spital Lohnzahlung,Income,2057.42,CHF,18582.19
2026-07-31,Migros,Groceries,-83.95,CHF,18498.24
2026-08-01,Alimente erhalten,Income,550.00,CHF,19048.24
2026-08-01,Aldi Suisse,Groceries,-94.41,CHF,18953.83
2026-08-03,Migros,Groceries,-112.55,CHF,18841.28
2026-08-03,Wasserwerk,Utilities,-90.56,CHF,18750.72
2026-08-04,Tankstelle,Transportation,-144.46,CHF,18606.26
2026-08-04,Tankstelle,Transportation,-245.19,CHF,18361.07
2026-08-05,Garage Autoleasing,Transportation,-272.34,CHF,18088.73
2026-08-05,Mittagslunch,Food,-37.01,CHF,18051.72
2026-08-06,Kinderarzt Selbstbehalt,Healthcare,-42.30,CHF,18009.42
2026-08-08,Familienrestaurant,Food,-24.68,CHF,17984.74
2026-08-08,Kinderarzt Selbstbehalt,Healthcare,-28.13,CHF,17956.61
2026-08-09,Babysitter Zahlung,Childcare,-84.67,CHF,17871.94
2026-08-09,Coop,Groceries,-74.57,CHF,17797.37
2026-08-10,Mittagslunch,Food,-14.73,CHF,17782.64
2026-08-13,Swisscom Internet,Utilities,-79.49,CHF,17703.15
2026-08-14,Spital Lohnzahlung,Income,1898.70,CHF,19601.85
2026-08-14,Babysitter Zahlung,Childcare,-99.98,CHF,19501.87
2026-08-14,Coop,Groceries,-101.39,CHF,19400.48
2026-08-22,Familienrestaurant,Food,-19.35,CHF,19381.13
2026-08-23,Wasserwerk,Utilities,-58.19,CHF,19322.94
2026-08-25,Mittagslunch,Food,-48.50,CHF,19274.44
2026-08-27,Wohnungsmiete,Housing,-1500.00,CHF,17774.44
2026-08-28,Spital Lohnzahlung,Income,1823.06,CHF,19597.50
2026-08-31,Babysitter Zahlung,Childcare,-63.05,CHF,19534.45
2026-09-01,Alimente erhalten,Income,550.00,CHF,20084.45
2026-09-03,Kindertagesstätte,Childcare,-82.46,CHF,20001.99
2026-09-03,Mittagslunch,Food,-29.50,CHF,19972.49
2026-09-04,Tankstelle,Transportation,-315.95,CHF,19656.54
2026-09-05,Mittagslunch,Food,-40.23,CHF,19616.31
2026-09-05,Kinderarzt Selbstbehalt,Healthcare,-40.86,CHF,19575.45
2026-09-08,EWZ Strom,Utilities,-92.52,CHF,19482.93
2026-09-10,Coop,Groceries,-130.48,CHF,19352.45
2026-09-11,Spital Lohnzahlung,Income,2043.69,CHF,21396.14
2026-09-11,Kindertagesstätte,Childcare,-93.34,CHF,21302.80
2026-09-13,Aldi Suisse,Groceries,-138.47,CHF,21164.33
2026-09-14,Familienrestaurant,Food,-23.53,CHF,21140.80
2026-09-15,Wasserwerk,Utilities,-89.51,CHF,21051.29
2026-09-16,Wohnungsmiete,Housing,-1500.00,CHF,19551.29
2026-09-18,Kindertagesstätte,Childcare,-127.09,CHF,19424.20
2026-09-18,Familienrestaurant,Food,-39.44,CHF,19384.76
2026-09-19,Aldi Suisse,Groceries,-98.99,CHF,19285.77
2026-09-21,Familienrestaurant,Food,-41.58,CHF,19244.19
2026-09-22,Coop,Groceries,-77.96,CHF,19166.23
2026-09-22,Tankstelle,Transportation,-168.67,CHF,18997.56
2026-09-22,Garage Autoleasing,Transportation,-40.51,CHF,18957.05
2026-09-22,Wasserwerk,Utilities,-73.65,CHF,18883.40
2026-09-22,Apotheke,Healthcare,-25.11,CHF,18858.29
