date,description,category,amount,currency,balance
2026-05-20,Café Sprüngli,Food,-5.29,CHF,13584.52
2026-05-20,Café Sprüngli,Food,-5.64,CHF,13578.88
2026-05-20,Mittagslunch Bistro,Food,-9.28,CHF,13569.60
2026-05-21,Wohnungsmiete,Housing,-1350.00,CHF,12219.60
2026-05-22,Café Sprüngli,Food,-12.90,CHF,12206.70
2026-05-23,Kundenzahlung - Webdesign,Income,857.74,CHF,13064.44
2026-05-23,Canva Pro,Software,-38.58,CHF,13025.86
2026-05-23,Markt Zürich,Groceries,-44.64,CHF,12981.22
2026-05-24,Mittagslunch Bistro,Food,-9.72,CHF,12971.50
2026-05-26,Kantonale Steuerverwaltung Akontozahlung,Taxes,-1075.07,CHF,11896.43
2026-05-27,Mittagslunch Bistro,Food,-14.23,CHF,11882.20
2026-05-27,Kunstmaterial Laden,Entertainment,-32.46,CHF,11849.74
2026-05-29,Kundenzahlung - Branding Projekt,Income,1047.07,CHF,12896.81
2026-05-29,Café Sprüngli,Food,-6.18,CHF,12890.63
2026-06-02,Wohnungsmiete,Housing,-1350.00,CHF,11540.63
2026-06-03,Café Sprüngli,Food,-18.25,CHF,11522.38
2026-06-05,Interrail Pass Europa,Travel,-92.80,CHF,11429.58
2026-06-06,Café Sprüngli,Food,-7.15,CHF,11422.43
2026-06-10,Mittagslunch Bistro,Food,-12.13,CHF,11410.30
2026-06-11,Honorar - Editorial Design,Income,2269.16,CHF,13679.46
2026-06-11,Café Sprüngli,Food,-19.48,CHF,13659.98
2026-06-12,Krankenkasse CSS Prämie,Health Insurance,-393.73,CHF,13266.25
2026-06-13,Adobe Creative Cloud,Software,-51.74,CHF,13214.51
2026-06-14,Impact Hub Zürich Membership,Coworking,-270.79,CHF,12943.72
2026-06-16,Markt Zürich,Groceries,-32.78,CHF,12910.94
2026-06-16,Café Sprüngli,Food,-12.07,CHF,12898.87
2026-06-18,Café Sprüngli,Food,-7.28,CHF,12891.59
2026-06-18,Café Sprüngli,Food,-7.64,CHF,12883.95
2026-06-20,Mittagslunch Bistro,Food,-17.57,CHF,12866.38
2026-06-20,Kunstmaterial Laden,Entertainment,-18.16,CHF,12848.22
2026-06-21,Markt Zürich,Groceries,-57.20,CHF,12791.02
2026-06-21,Galerie Vernissage,Entertainment,-22.14,CHF,12768.88
2026-06-26,Café Sprüngli,Food,-17.55,CHF,12751.33
2026-06-26,Netflix,Entertainment,-36.77,CHF,12714.56
2026-06-28,Café Sprüngli,Food,-19.08,CHF,12695.48
2026-06-29,Migros,Groceries,-46.13,CHF,12649.35
2026-06-30,Markt Zürich,Groceries,-28.20,CHF,12621.15
2026-07-01,Kundenzahlung - Branding Projekt,Income,485.62,CHF,13106.77
2026-07-01,Honorar - Editorial Design,Income,1045.62,CHF,14152.39
2026-07-01,Migros,Groceries,-43.35,CHF,14109.04
2026-07-02,Mittagslunch Bistro,Food,-5.04,CHF,14104.00
2026-07-03,Café Sprüngli,Food,-8.00,CHF,14096.00
2026-07-03,Café Sprüngli,Food,-5.16,CHF,14090.84
2026-07-03,Mittagslunch Bistro,Food,-6.39,CHF,14084.45
2026-07-05,Krankenkasse CSS Prämie,Health Insurance,-380.02,CHF,13704.43
2026-07-07,Wohnungsmiete,Housing,-1350.00,CHF,12354.43
2026-07-07,Adobe Creative Cloud,Software,-51.51,CHF,12302.92
2026-07-07,Kunstmaterial Laden,Entertainment,-35.67,CHF,12267.25
2026-07-08,Migros,Groceries,-27.42,CHF,12239.83
2026-07-08,Netflix,Entertainment,-57.76,CHF,12182.07
2026-07-10,Café Sprüngli,Food,-7.98,CHF,12174.09
2026-07-16,Café Sprüngli,Food,-16.40,CHF,12157.69
2026-07-16,Galerie Vernissage,Entertainment,-26.35,CHF,12131.34
2026-07-24,Honorar - Editorial Design,Income,1750.43,CHF,13881.77
2026-07-26,Markt Zürich,Groceries,-45.36,CHF,13836.41
2026-07-26,Café Sprüngli,Food,-11.37,CHF,13825.04
2026-07-27,Café Sprüngli,Food,-7.58,CHF,13817.46
2026-07-29,Honorar - Editorial Design,Income,2328.95,CHF,16146.41
2026-07-29,Impact Hub Zürich Membership,Coworking,-297.04,CHF,15849.37
2026-07-29,Mittagslunch Bistro,Food,-7.11,CHF,15842.26
2026-07-31,Markt Zürich,Groceries,-26.64,CHF,15815.62
2026-07-31,Mittagslunch Bistro,Food,-9.37,CHF,15806.25
2026-08-02,Mittagslunch Bistro,Food,-16.51,CHF,15789.74
2026-08-03,Migros,Groceries,-29.26,CHF,15760.48
2026-08-05,Wohnungsmiete,Housing,-1350.00,CHF,14410.48
2026-08-05,Café Sprüngli,Food,-13.81,CHF,14396.67
2026-08-07,Markt Zürich,Groceries,-26.11,CHF,14370.56
2026-08-09,Figma Abo,Software,-15.22,CHF,14355.34
2026-08-10,Vorschuss Auftraggeber,Income,1635.46,CHF,15990.80
2026-08-13,Krankenkasse CSS Prämie,Health Insurance,-402.91,CHF,15587.89
2026-08-14,Café Sprüngli,Food,-19.46,CHF,15568.43
2026-08-16,Impact Hub Zürich Membership,Coworking,-271.12,CHF,15297.31
2026-08-17,Mittagslunch Bistro,Food,-10.09,CHF,15287.22
2026-08-19,Café Sprüngli,Food,-14.62,CHF,15272.60
2026-08-19,Galerie Vernissage,Entertainment,-16.59,CHF,15256.01
2026-08-20,Migros,Groceries,-56.16,CHF,15199.85
2026-08-20,Café Sprüngli,Food,-19.33,CHF,15180.52
2026-08-20,Kunstmaterial Laden,Entertainment,-22.56,CHF,15157.96
2026-08-21,Café Sprüngli,Food,-8.00,CHF,15149.96
2026-08-22,Kunstmaterial Laden,Entertainment,-41.75,CHF,15108.21
2026-08-23,Café Sprüngli,Food,-5.93,CHF,15102.28
2026-08-25,Kundenzahlung - Branding Projekt,Income,1703.85,CHF,16806.13
2026-08-25,Mittagslunch Bistro,Food,-9.56,CHF,16796.57
2026-08-29,Markt Zürich,Groceries,-59.74,CHF,16736.83
2026-08-31,Mittagslunch Bistro,Food,-16.43,CHF,16720.40
2026-09-02,Honorar - Editorial Design,Income,1309.57,CHF,18029.97
2026-09-05,Kundenzahlung - Webdesign,Income,900.09,CHF,18930.06
2026-09-05,Mittagslunch Bistro,Food,-12.87,CHF,18917.19
2026-09-06,Impact Hub Zürich Membership,Coworking,-258.82,CHF,18658.37
2026-09-06,Café Sprüngli,Food,-19.71,CHF,18638.66
2026-09-07,Kunstmaterial Laden,Entertainment,-45.60,CHF,18593.06
2026-09-08,Mittagslunch Bistro,Food,-19.78,CHF,18573.28
2026-09-09,Mittagslunch Bistro,Food,-19.37,CHF,18553.91
2026-09-11,Honorar - Editorial Design,Income,1546.18,CHF,20100.09
2026-09-11,Café Sprüngli,Food,-7.43,CHF,20092.66
2026-09-11,Mittagslunch Bistro,Food,-19.37,CHF,20073.29
2026-09-11,Kunstmaterial Laden,Entertainment,-55.06,CHF,20018.23
2026-09-18,Adobe Creative Cloud,Software,-12.40,CHF,20005.83
2026-09-18,Migros,Groceries,-37.75,CHF,19968.08
2026-09-19,Wohnungsmiete,Housing,-1350.00,CHF,18618.08
2026-09-19,Café Sprüngli,Food,-13.37,CHF,18604.71
2026-09-19,Krankenkasse CSS Prämie,Health Insurance,-397.31,CHF,18207.40
2026-09-20,Mittagslunch Bistro,Food,-9.38,CHF,18198.02
2026-09-21,Migros,Groceries,-39.52,CHF,18158.50
2026-09-22,Migros,Groceries,-49.82,CHF,18108.68
2026-09-22,Migros,Groceries,-55.82,CHF,18052.86
2026-09-22,Mittagslunch Bistro,Food,-8.14,CHF,18044.72
2026-09-22,Mittagslunch Bistro,Food,-14.95,CHF,18029.77
2026-09-22,Kunstmaterial Laden,Entertainment,-48.98,CHF,17980.79
